,location,date,temp_max,temp_min,temp_mean,precipitation,dew_point_max,dew_point_min,dew_point_mean,max_wind_speed,visibility,sea_level_pressure
2388,KMIA,2022-11-25,87,78,81.54,0.0,75,71,73.46,9,10,30.06
2389,KMIA,2022-11-26,87,75,80.17,0.0,74,72,72.67,12,10,30.06
2390,KMIA,2022-11-27,88,76,80.79,0.0,75,70,73.07,12,10,30.06
2391,KMIA,2022-11-28,88,73,79.04,0.0,75,67,71.16,10,10,30.06
2392,KMIA,2022-11-29,84,74,79.08,0.03,71,65,68.46,15,10,30.11
2393,KMIA,2022-11-30,85,75,80.06,0.0,74,70,72.38,16,10,30.11
2394,KMIA,2022-12-01,82,74,77.09,0.32,74,67,71.63,15,10,30.2
2395,KMIA,2022-12-02,82,74,77.75,0.07,66,61,63.46,18,10,30.26
2396,KMIA,2022-12-03,82,74,77.67,0.0,65,60,63.0,15,10,30.28
2397,KMIA,2022-12-04,82,69,75.25,0.0,63,60,61.33,12,10,30.17
2398,KMIA,2022-12-05,82,69,75.6,0.0,68,62,64.56,9,10,30.09
2399,KMIA,2022-12-06,82,72,76.88,0.02,69,62,65.46,13,10,30.2
2400,KMIA,2022-12-07,84,71,75.79,0.0,69,64,66.42,13,10,30.25
2401,KMIA,2022-12-08,82,69,74.96,0.02,66,61,63.17,12,10,30.19
2402,KMIA,2022-12-09,81,68,74.96,0.0,69,64,67.08,10,10,30.12
2403,KMIA,2022-12-10,82,68,74.88,0.0,67,61,63.38,8,10,30.12
2404,KMIA,2022-12-11,81,64,73.04,0.0,67,58,62.63,8,10,30.1
2405,KMIA,2022-12-12,79,65,70.76,0.0,67,61,63.79,7,10,30.06
2406,KMIA,2022-12-13,81,65,73.48,0.0,67,59,63.72,8,10,30.05
2407,KMIA,2022-12-14,81,67,75.25,0.01,68,65,65.92,14,10,30.05
2408,KMIA,2022-12-15,83,74,78.25,0.0,71,68,69.83,17,10,30.02
2409,KMIA,2022-12-16,80,69,74.68,0.08,72,63,68.71,9,10,30.01
2410,KMIA,2023-10-27,85,78,81.46,0.15,70,64,66.58,17,10,30.1
2411,KMIA,2023-10-28,85,79,81.54,0.05,69,65,66.96,20,10,30.08
2412,KMIA,2023-10-29,86,79,81.71,0.0,71,64,68.67,18,10,30.01
2413,KMIA,2023-10-30,89,78,82.27,0.05,72,69,70.73,10,10,29.92
2414,KMIA,2023-10-31,90,77,83.17,0.0,73,65,70.0,10,10,29.87
2415,KMIA,2023-11-01,87,73,79.04,0.0,69,63,65.88,12,10,30.03
2416,KMIA,2023-11-02,80,72,76.07,0.38,69,61,65.77,20,10,30.14
2417,KMIA,2023-11-03,83,76,78.81,0.0,69,61,64.88,18,10,30.12
2418,KMIA,2023-11-04,83,74,77.37,0.0,70,65,68.37,12,10,30.06
2419,KMIA,2023-11-05,85,71,75.8,0.0,69,56,66.13,12,10,30.01
2420,KMIA,2023-11-06,85,68,76.96,0.0,67,56,61.0,9,10,30.03
2421,KMIA,2023-11-07,85,73,78.71,0.0,69,65,66.46,14,10,30.06
2422,KMIA,2023-11-08,85,71,78.92,0.0,68,63,66.38,16,10,30.08
2423,KMIA,2023-11-09,85,74,80.21,0.02,73,66,69.52,14,10,30.06
2424,KMIA,2023-11-10,87,77,82.38,0.0,75,72,73.33,14,10,30.07
2425,KMIA,2023-11-11,88,80,83.46,0.0,75,66,71.13,14,10,30.1
2426,KMIA,2023-11-12,87,77,81.83,0.0,72,68,69.75,14,10,30.11
2427,KMIA,2023-11-13,86,75,79.57,0.0,73,69,71.03,13,10,30.09
2428,KMIA,2023-11-14,83,74,79.07,0.35,74,69,71.87,18,10,30.05
2429,KMIA,2023-11-15,79,69,74.71,0.93,72,66,70.23,23,10,30.01
2430,KMIA,2023-11-16,80,69,74.91,7.51,72,66,69.55,31,10,29.92
2431,KMIA,2023-11-17,83,74,76.94,0.05,71,68,69.87,8,10,29.82
2432,KMIA,2023-11-18,79,72,72.03,0.0,70,0,64.55,12,10,29.8
2433,KMIA,2023-11-19,85,70,76.29,0.0,67,62,65.08,9,10,29.93
2434,KMIA,2023-11-20,85,69,78.0,0.0,69,64,66.5,16,10,30.02
2435,KMIA,2023-11-21,83,76,79.21,0.0,67,64,65.33,16,10,30.07
2436,KMIA,2023-11-22,86,74,79.42,0.0,71,66,68.29,13,10,30.02
2437,KMIA,2023-11-23,84,73,77.06,0.0,71,64,68.26,8,10,30.04
2438,KMIA,2023-11-24,82,73,76.5,0.0,72,64,69.94,9,10,30.09
2439,KMIA,2023-11-25,83,73,74.84,0.02,71,0,67.38,12,10,30.09
2440,KMIA,2023-11-26,84,75,79.68,0.0,75,69,71.64,15,10,30.02
2441,KMIA,2023-11-27,80,69,75.33,0.1,73,60,67.7,13,10,30.09
2442,KMIA,2023-11-28,76,64,68.79,0.0,60,46,54.83,9,10,30.15
2443,KMIA,2023-11-29,76,59,67.54,0.0,59,50,54.79,9,10,30.15
2444,KMIA,2023-11-30,81,64,72.92,0.0,65,56,59.54,20,10,30.12
2445,KMIA,2023-12-01,85,70,78.64,0.0,74,64,70.48,15,10,30.11
2446,KMIA,2023-12-02,85,78,80.5,0.0,74,73,73.35,14,10,30.07
2447,KMIA,2023-12-03,88,76,81.15,0.0,74,68,71.88,9,10,30.05
2448,KMIA,2023-12-04,85,72,78.75,0.0,73,67,69.83,8,10,30.06
2449,KMIA,2023-12-05,83,69,75.92,0.0,72,46,59.73,7,10,30.09
2450,KMIA,2023-12-06,71,60,64.75,0.0,57,37,45.46,13,10,30.16
2451,KMIA,2023-12-07,75,57,66.46,0.0,58,48,52.25,14,10,30.2
2452,KMIA,2023-12-08,78,65,73.42,0.0,65,55,60.79,16,10,30.17
2453,KMIA,2023-12-09,81,75,76.88,0.0,68,64,65.5,17,10,30.17
2454,KMIA,2023-12-10,82,70,77.0,0.0,72,66,69.04,16,10,30.09
2455,KMIA,2023-12-11,72,61,67.8,0.03,68,52,57.72,10,10,30.16
2456,KMIA,2023-12-12,76,59,69.32,0.0,68,53,59.0,14,10,30.23
2457,KMIA,2023-12-13,75,72,73.57,0.0,72,66,68.35,17,10,30.25
2458,KMIA,2023-12-14,73,70,72.09,0.57,68,63,66.79,22,10,30.23
2459,KMIA,2023-12-15,74,69,71.52,0.22,67,59,63.52,22,10,30.18
2460,KMIA,2023-12-16,76,71,73.59,0.26,72,66,69.7,26,10,30.08
2461,KMIA,2024-10-27,82,74,77.42,0.0,65,59,62.04,16,10,30.17
2462,KMIA,2024-10-28,82,75,78.71,0.0,69,62,66.67,18,10,30.15
2463,KMIA,2024-10-29,84,77,80.21,0.03,71,64,67.54,22,10,30.16
2464,KMIA,2024-10-30,85,75,80.57,0.0,73,68,70.64,24,10,30.18
2465,KMIA,2024-10-31,84,77,79.67,0.34,70,62,66.42,21,10,30.13
2466,KMIA,2024-11-01,85,78,80.68,0.0,72,68,69.96,22,10,30.08
2467,KMIA,2024-11-02,85,76,79.69,0.04,74,70,71.65,17,10,30.07
2468,KMIA,2024-11-03,85,74,79.52,0.03,71,65,68.74,21,10,30.03
2469,KMIA,2024-11-04,84,77,79.83,0.17,74,66,70.17,21,10,30.03
2470,KMIA,2024-11-05,84,78,81.04,0.12,77,71,75.39,24,10,29.96
2471,KMIA,2024-11-06,85,81,82.58,0.08,77,76,76.75,24,10,29.97
2472,KMIA,2024-11-07,85,80,82.07,0.0,76,71,74.14,24,10,30.0
2473,KMIA,2024-11-08,85,78,80.96,0.0,73,68,70.71,16,10,29.98
2474,KMIA,2024-11-09,85,77,80.36,0.0,71,67,69.32,17,10,30.03
2475,KMIA,2024-11-10,85,77,79.92,0.02,74,69,71.16,21,10,30.04
2476,KMIA,2024-11-11,85,75,76.92,0.01,75,0,70.36,10,10,29.94
2477,KMIA,2024-11-12,85,78,80.69,0.0,75,69,72.04,14,10,29.96
2478,KMIA,2024-11-13,84,78,79.72,0.0,70,63,67.76,21,10,30.03
2479,KMIA,2024-11-14,82,75,77.88,0.0,66,61,63.75,15,10,30.0
2480,KMIA,2024-11-15,85,71,77.12,0.0,69,61,65.92,9,10,29.91
2481,KMIA,2024-11-16,81,67,74.71,0.0,62,56,59.58,13,10,30.02
2482,KMIA,2024-11-17,81,75,76.95,0.0,62,57,58.77,14,10,30.07
2483,KMSP,2019-10-27,45,33,40.37,0.0,36,23,30.9,16,10,29.18
2484,KMSP,2019-10-28,36,29,33.38,0.0,22,13,16.92,13,10,29.23
2485,KMSP,2019-10-29,39,28,33.13,0.0,23,14,17.67,13,10,29.44
2486,KMSP,2019-10-30,35,24,28.83,0.0,17,14,15.33,13,10,29.46
2487,KMSP,2019-10-31,35,27,30.42,0.0,20,14,16.58,12,10,29.27
2488,KMSP,2019-11-01,41,32,36.86,0.0,32,16,28.95,14,10,29.17
2489,KMSP,2019-11-02,35,32,33.62,0.07,32,23,27.43,20,10,29.23
2490,KMSP,2019-11-03,45,30,37.28,0.0,32,23,27.8,13,10,29.16
2491,KMSP,2019-11-04,40,29,35.67,0.01,33,15,28.91,20,10,29.27
2492,KMSP,2019-11-05,32,22,27.42,0.12,19,8,11.75,20,10,29.41
2493,KMSP,2019-11-06,30,19,26.62,0.0,22,4,14.72,16,10,29.62
2494,KMSP,2019-11-07,26,15,20.77,0.02,11,5,7.42,15,10,29.65
2495,KMSP,2019-11-08,36,15,26.42,0.0,23,10,15.33,17,10,29.58
2496,KMSP,2019-11-09,44,30,35.68,0.0,34,22,28.21,15,10,29.09
2497,KMSP,2019-11-10,33,18,25.97,0.04,28,3,16.25,16,10,29.52
2498,KMSP,2019-11-11,17,8,13.96,0.01,7,-5,-1.17,21,10,29.69
2499,KMSP,2019-11-12,19,6,13.33,0.0,5,-3,0.21,18,10,29.68
2500,KMSP,2019-11-13,28,19,24.86,0.0,23,6,17.14,18,10,29.19
2501,KMSP,2019-11-14,31,20,26.68,0.05,25,11,16.32,16,10,29.35
2502,KMSP,2019-11-15,39,31,34.31,0.0,28,17,24.69,12,10,29.44
2503,KMSP,2019-11-16,45,32,38.0,0.0,32,26,29.25,21,10,29.36
2504,KMSP,2019-11-17,39,32,36.17,0.05,35,25,30.75,14,10,29.06
2505,KMSP,2019-11-18,37,31,33.83,0.0,31,25,28.27,10,10,28.94
2506,KMSP,2019-11-19,42,34,38.11,0.16,38,31,35.24,8,10,29.09
2507,KMSP,2019-11-20,45,38,41.59,0.0,38,33,36.06,21,10,29.15
2508,KMSP,2019-11-21,43,22,34.46,0.36,41,13,29.41,24,10,29.31
2509,KMSP,2019-11-22,29,20,23.86,0.07,21,13,15.93,10,10,29.34
2510,KMSP,2019-11-23,44,28,35.5,0.0,31,19,24.79,15,10,28.98
2511,KMSP,2019-11-24,45,34,39.17,0.0,34,28,30.75,9,10,28.74
2512,KMSP,2019-11-25,45,37,40.3,0.0,32,28,30.2,22,10,28.87
2513,KMSP,2019-11-26,37,30,34.49,0.0,29,24,26.09,17,10,28.98
2514,KMSP,2019-11-27,32,26,30.08,0.78,29,16,24.88,33,10,29.55
2515,KMSP,2019-11-28,28,23,26.0,0.0,24,16,18.97,10,10,29.64
2516,KMSP,2019-11-29,33,28,31.06,0.0,29,25,27.44,14,10,29.5
2517,KMSP,2019-11-30,34,30,32.92,0.21,31,28,29.69,26,10,29.14
2518,KMSP,2019-12-01,32,19,29.15,0.27,29,12,24.52,22,10,29.19
2519,KMSP,2019-12-02,26,13,20.67,0.06,18,9,13.21,9,10,29.26
2520,KMSP,2019-12-03,38,21,29.33,0.0,27,17,22.17,12,10,28.88
2521,KMSP,2019-12-04,39,24,31.5,0.0,27,22,24.63,14,10,28.98
2522,KMSP,2019-12-05,37,23,29.96,0.0,30,20,24.56,22,10,29.26
2523,KMSP,2019-12-06,32,17,23.6,0.0,23,11,14.56,17,10,29.48
2524,KMSP,2019-12-07,41,23,31.29,0.0,29,18,22.83,15,10,29.31
2525,KMSP,2019-12-08,40,31,34.03,0.0,30,26,28.03,15,10,28.91
2526,KMSP,2019-12-09,34,-1,22.04,0.0,31,-10,17.2,24,10,29.1
2527,KMSP,2019-12-10,7,-3,0.33,0.16,-3,-13,-8.21,15,10,29.35
2528,KMSP,2019-12-11,8,-5,2.67,0.0,-2,-11,-7.67,10,10,29.54
2529,KMSP,2019-12-12,19,9,15.88,0.0,12,-1,9.14,13,10,29.39
2530,KMSP,2019-12-13,18,10,15.7,0.12,15,7,11.22,13,9,29.12
2531,KMSP,2019-12-14,19,2,12.97,0.04,15,-5,6.17,15,10,29.15
2532,KMSP,2019-12-15,18,-1,7.52,0.0,9,-7,-0.52,9,10,29.24
2533,KMSP,2019-12-16,26,18,20.77,0.0,18,10,14.19,12,10,29.29
2534,KMSP,2020-10-27,34,16,26.13,0.0,20,13,15.5,16,10,29.46
2535,KMSP,2020-10-28,49,30,37.76,0.0,34,20,27.56,16,10,29.17
2536,KMSP,2020-10-29,38,32,34.18,0.0,30,19,23.64,15,10,29.27
2537,KMSP,2020-10-30,45,31,36.38,0.0,26,22,24.54,13,10,29.4
2538,KMSP,2020-10-31,55,36,43.04,0.0,41,19,29.88,28,10,29.19
2539,KMSP,2020-11-01,38,26,31.12,0.0,18,10,14.76,31,10,29.52
2540,KMSP,2020-11-02,57,30,42.13,0.0,32,17,26.04,12,10,29.41
2541,KMSP,2020-11-03,74,34,55.58,0.0,40,30,34.83,14,10,29.11
2542,KMSP,2020-11-04,73,44,57.5,0.0,38,34,36.33,9,10,29.09
2543,KMSP,2020-11-05,66,45,56.33,0.0,39,35,37.17,8,10,29.22
2544,KMSP,2020-11-06,75,51,63.29,0.0,52,39,42.67,15,10,29.11
2545,KMSP,2020-11-07,73,60,64.85,0.0,55,52,53.6,17,10,28.96
2546,KMSP,2020-11-09,65,32,50.52,0.01,61,22,46.48,21,10,29.05
2547,KMSP,2020-11-10,32,27,29.3,0.31,27,20,24.44,20,10,29.1
2548,KMSP,2020-11-11,36,21,28.89,0.62,29,18,24.21,15,10,29.11
2549,KMSP,2020-11-12,30,22,27.09,0.0,26,13,22.02,14,10,29.26
2550,KMSP,2020-11-13,34,13,24.5,0.16,25,11,17.85,16,10,29.3
2551,KMSP,2020-11-14,37,30,34.7,0.0,36,21,31.36,18,10,28.96
2552,KMSP,2020-11-15,36,25,31.33,0.12,34,19,24.76,25,10,29.1
2553,KMSP,2020-11-16,40,24,30.24,0.0,27,16,22.21,18,10,29.48
2554,KMSP,2020-11-17,34,20,27.96,0.0,23,13,17.92,8,10,29.61
2555,KMSP,2020-11-18,52,31,42.24,0.0,39,22,30.52,21,10,29.38
2556,KMSP,2020-11-19,54,40,46.76,0.0,41,36,38.72,15,10,29.13
2557,KMSP,2020-11-20,41,26,35.64,0.0,34,21,28.07,17,10,29.64
2558,KMSP,2020-11-21,39,22,29.79,0.0,27,19,22.92,7,10,29.66
2559,KMSP,2020-11-22,41,29,34.77,0.06,36,22,29.66,20,10,29.43
2560,KMSP,2020-11-23,36,23,29.79,0.0,24,20,22.13,13,10,29.43
2561,KMSP,2020-11-24,36,32,34.63,0.0,36,24,33.2,16,10,29.22
2562,KMSP,2020-11-25,36,34,35.07,0.01,35,28,31.5,10,10,29.04
2563,KMSP,2020-11-26,35,29,33.33,0.0,30,25,28.04,10,10,29.16
2564,KMSP,2020-11-27,36,28,31.42,0.0,27,18,22.04,13,10,29.25
2565,KMSP,2020-11-28,50,33,40.42,0.0,31,24,26.79,12,10,29.14
2566,KMSP,2020-11-29,38,22,32.19,0.0,29,13,19.42,26,10,29.38
2567,KMSP,2020-11-30,29,18,22.44,0.0,14,11,12.26,14,10,29.39
2568,KMSP,2020-12-01,36,17,25.08,0.0,18,12,15.83,8,10,29.34
2569,KMSP,2020-12-02,42,20,30.04,0.0,28,15,21.32,14,10,29.45
2570,KMSP,2020-12-03,41,26,33.11,0.0,27,22,23.78,13,10,29.33
2571,KMSP,2020-12-04,43,25,32.88,0.0,26,20,23.46,7,10,29.22
2572,KMSP,2020-12-05,39,21,31.29,0.0,31,18,26.18,7,10,29.28
2573,KMSP,2020-12-06,35,32,33.25,0.01,31,27,28.68,9,10,29.25
2574,KMSP,2020-12-07,33,30,31.69,0.0,30,28,28.58,8,10,29.2
2575,KMSP,2020-12-08,39,30,33.26,0.0,29,27,28.22,10,10,29.16
2576,KMSP,2020-12-09,52,27,37.88,0.0,32,25,28.71,7,10,29.07
2577,KMSP,2020-12-10,47,32,39.0,0.0,32,27,29.75,16,10,29.17
2578,KMSP,2020-12-11,36,28,32.88,0.0,29,23,26.4,15,10,29.24
2579,KMSP,2020-12-12,32,26,28.36,0.0,22,19,20.96,17,10,29.26
2580,KMSP,2020-12-13,27,19,24.09,0.0,23,13,18.15,17,10,29.27
2581,KMSP,2020-12-14,19,10,15.45,0.03,13,-4,4.55,16,10,29.5
2582,KMSP,2020-12-15,24,11,18.42,0.0,8,2,5.29,10,10,29.49
2583,KMSP,2020-12-16,29,15,23.08,0.0,16,8,12.0,9,10,29.23
2584,KMSP,2021-10-27,53,47,50.38,0.0,44,35,39.13,25,10,29.02
2585,KMSP,2021-10-28,49,46,47.14,0.71,46,44,44.57,14,10,29.0
2586,KMSP,2021-10-29,58,41,49.41,0.15,44,39,41.19,17,10,29.09
2587,KMSP,2021-10-30,58,36,45.03,0.0,42,34,37.93,23,10,29.01
2588,KMSP,2021-10-31,49,36,42.29,0.0,34,22,28.63,24,10,29.31
2589,KMSP,2021-11-01,43,32,38.04,0.0,28,24,25.96,16,10,29.42
2590,KMSP,2021-11-02,43,32,37.0,0.0,26,18,22.75,13,10,29.5
2591,KMSP,2021-11-03,45,33,38.13,0.0,25,21,23.04,9,10,29.5
2592,KMSP,2021-11-04,51,30,40.46,0.0,37,26,31.17,12,10,29.34
2593,KMSP,2021-11-05,59,38,49.17,0.0,40,33,37.21,26,10,29.19
2594,KMSP,2021-11-06,67,45,54.21,0.0,40,35,38.38,13,10,29.1
2595,KMSP,2021-11-07,61,44,52.04,0.0,48,40,44.68,12,10,29.07
2596,KMSP,2021-11-08,56,42,48.96,0.0,45,25,34.21,15,10,29.38
2597,KMSP,2021-11-09,56,33,43.83,0.0,31,21,26.38,8,10,29.41
2598,KMSP,2021-11-10,54,36,44.27,0.0,42,25,32.93,22,10,29.24
2599,KMSP,2021-11-11,43,35,38.94,0.63,42,26,33.51,26,10,28.68
2600,KMSP,2021-11-12,39,33,35.55,0.11,35,27,30.7,22,10,29.09
2601,KMSP,2021-11-13,34,30,31.43,0.0,30,22,26.57,17,10,29.13
2602,KMSP,2021-11-14,34,30,31.0,0.08,30,19,22.48,22,10,29.15
2603,KMSP,2021-11-15,35,29,31.12,0.0,25,20,22.64,12,10,29.17
2604,KMSP,2021-11-16,45,30,37.58,0.0,36,23,30.04,25,10,29.1
2605,KMSP,2021-11-17,41,31,36.03,0.0,34,17,21.97,26,10,29.13
2606,KMSP,2021-11-18,32,24,28.8,0.0,21,16,17.97,28,10,29.49
2607,KMSP,2021-11-19,40,20,31.0,0.0,22,16,19.24,17,10,29.49
2608,KMSP,2021-11-20,44,32,36.83,0.0,26,21,23.04,12,10,29.28
2609,KMSP,2021-11-21,38,20,30.12,0.0,27,5,15.52,30,10,29.38
2610,KMSP,2021-11-22,30,17,24.38,0.0,13,8,10.42,7,10,29.37
2611,KMSP,2021-11-23,53,25,39.63,0.0,30,14,22.0,18,10,29.17
2612,KMSP,2021-11-24,49,26,40.81,0.0,34,16,27.48,22,10,29.32
2613,KMSP,2021-11-25,24,14,19.17,0.0,14,0,4.93,21,10,29.5
2614,KMSP,2021-11-26,33,17,27.08,0.0,13,3,7.42,15,10,29.37
2615,KMSP,2021-11-27,41,27,33.29,0.0,25,13,18.33,15,10,29.17
2616,KMSP,2021-11-28,39,25,32.0,0.0,20,9,13.08,17,10,29.26
2617,KMSP,2021-11-29,51,32,40.17,0.0,32,13,23.92,15,10,29.09
2618,KMSP,2021-11-30,44,31,38.0,0.0,30,17,23.64,13,10,29.23
2619,KMSP,2021-12-01,51,36,41.33,0.16,39,32,35.94,13,10,29.0
2620,KMSP,2021-12-02,50,37,42.27,0.0,36,28,29.73,20,10,29.15
2621,KMSP,2021-12-03,43,31,36.37,0.05,35,18,31.57,15,10,29.35
2622,KMSP,2021-12-04,34,27,29.92,0.0,26,14,19.62,10,10,29.45
2623,KMSP,2021-12-05,38,28,31.32,0.12,27,18,22.49,30,10,29.2
2624,KMSP,2021-12-06,28,4,13.19,0.0,19,-10,2.13,31,10,29.37
2625,KMSP,2021-12-07,16,5,11.94,0.0,10,-6,5.94,9,10,29.34
2626,KMSP,2021-12-08,23,4,12.44,0.1,15,0,7.48,15,10,29.16
2627,KMSP,2021-12-09,40,24,31.5,0.0,28,15,23.04,17,10,28.98
2628,KMSP,2021-12-10,30,26,28.91,0.0,27,21,25.37,21,10,29.03
2629,KMSP,2021-12-11,29,22,26.61,0.72,25,14,20.45,20,10,28.93
2630,KMSP,2021-12-12,36,24,30.72,0.0,23,16,19.52,15,10,28.96
2631,KMSP,2021-12-13,40,25,32.08,0.0,26,19,22.88,8,10,29.35
2632,KMSP,2021-12-14,40,30,36.25,0.0,36,23,28.5,22,10,29.35
2633,KMSP,2021-12-15,58,40,48.17,0.0,55,37,46.23,25,10,28.91
2634,KMSP,2021-12-16,42,15,23.25,0.27,38,5,15.36,35,10,29.22
2635,KMSP,2022-10-27,56,41,48.42,0.0,38,31,34.29,14,10,29.38
2636,KMSP,2022-10-28,62,44,53.25,0.0,36,32,34.92,12,10,29.43
2637,KMSP,2022-10-29,67,42,54.71,0.0,41,35,37.21,15,10,29.35
2638,KMSP,2022-10-30,66,44,53.29,0.0,40,34,36.63,8,10,29.17
2639,KMSP,2022-10-31,64,38,50.38,0.0,38,24,31.42,8,10,29.0
2640,KMSP,2022-11-01,70,42,55.75,0.0,41,29,32.88,12,10,29.11
2641,KMSP,2022-11-02,75,53,64.5,0.0,45,41,42.42,30,10,29.13
2642,KMSP,2022-11-03,64,50,59.31,0.0,54,44,49.56,16,10,28.99
2643,KMSP,2022-11-04,48,38,41.54,0.25,45,30,35.0,18,10,29.05
2644,KMSP,2022-11-05,43,32,37.8,0.0,38,28,33.95,12,10,28.89
2645,KMSP,2022-11-06,51,36,44.0,0.08,39,16,25.78,33,10,29.33
2646,KMSP,2022-11-07,36,27,33.0,0.0,24,17,20.0,20,10,29.69
2647,KMSP,2022-11-08,49,35,43.12,0.0,42,24,33.08,22,10,29.65
2648,KMSP,2022-11-09,66,48,55.64,0.65,61,43,52.77,13,10,29.2
2649,KMSP,2022-11-10,68,27,54.0,0.22,61,16,47.24,24,10,29.06
2650,KMSP,2022-11-11,31,25,28.45,0.03,24,15,19.94,18,10,29.17
2651,KMSP,2022-11-12,29,27,27.84,0.0,19,12,15.66,16,10,29.38
2652,KMSP,2022-11-13,29,24,26.5,0.0,14,11,12.5,9,10,29.44
2653,KMSP,2022-11-14,31,25,27.86,0.01,27,15,23.63,14,10,29.39
2654,KMSP,2022-11-15,33,30,31.48,0.1,30,26,28.57,12,9,29.34
2655,KMSP,2022-11-16,32,21,28.98,0.21,29,14,24.4,15,10,29.31
2656,KMSP,2022-11-17,28,21,25.51,0.03,22,15,18.98,23,10,29.24
2657,KMSP,2022-11-18,22,18,19.23,0.01,14,7,9.5,20,10,29.27
2658,KMSP,2022-11-19,23,11,17.57,0.0,14,1,7.43,25,10,29.33
2659,KMSP,2022-11-20,30,11,22.88,0.0,20,4,12.71,10,10,29.32
2660,KMSP,2022-11-21,32,21,26.5,0.0,19,15,16.67,12,10,29.36
2661,KMSP,2022-11-22,39,21,29.38,0.0,24,16,20.83,7,10,29.33
2662,KMSP,2022-11-23,46,24,35.21,0.0,36,21,26.46,9,10,29.15
2663,KMSP,2022-11-24,43,31,36.06,0.0,36,26,32.03,15,10,29.32
2664,KMSP,2022-11-25,49,28,39.42,0.0,32,25,27.92,13,10,29.31
2665,KMSP,2022-11-26,53,39,44.58,0.0,30,23,26.92,15,10,29.02
2666,KMSP,2022-11-27,42,27,34.75,0.0,29,22,25.75,13,10,28.95
2667,KMSP,2022-11-28,43,26,33.13,0.0,28,21,25.0,16,10,28.93
2668,KMSP,2022-11-29,33,20,25.96,0.0,27,12,20.71,20,10,28.87
2669,KMSP,2022-11-30,22,11,18.05,0.0,15,5,8.93,25,10,29.43
2670,KMSP,2022-12-01,32,9,22.73,0.0,20,4,11.73,20,10,29.43
2671,KMSP,2022-12-02,39,14,26.21,0.0,28,7,18.79,30,10,29.14
2672,KMSP,2022-12-03,14,4,9.48,0.02,7,-4,0.41,20,10,29.54
2673,KMSP,2022-12-04,34,10,23.33,0.0,18,4,11.96,12,10,29.28
2674,KMSP,2022-12-05,30,16,25.59,0.0,19,7,15.93,15,10,29.17
2675,KMSP,2022-12-06,29,12,20.21,0.0,17,5,11.63,9,10,29.22
2676,KMSP,2022-12-07,22,11,16.65,0.0,16,4,8.68,15,10,29.56
2677,KMSP,2022-12-08,28,7,19.96,0.04,24,2,14.04,8,10,29.53
2678,KMSP,2022-12-09,33,27,29.59,0.0,27,21,23.74,15,10,29.34
2679,KMSP,2022-12-10,35,30,32.15,0.0,32,26,28.95,16,10,29.29
2680,KMSP,2022-12-11,35,30,32.42,0.01,31,24,27.21,10,10,29.35
2681,KMSP,2022-12-12,36,29,32.28,0.0,29,23,25.24,18,10,29.35
2682,KMSP,2022-12-13,36,34,34.68,0.0,31,28,29.35,24,10,29.2
2683,KMSP,2022-12-14,37,33,34.84,0.46,34,30,32.07,20,10,28.85
2684,KMSP,2022-12-15,34,31,32.38,0.27,32,29,30.78,13,4,28.65
2685,KMSP,2022-12-16,31,24,28.26,0.37,28,20,24.72,15,10,28.7
2686,KMSP,2023-10-27,53,33,41.84,0.12,51,24,36.06,24,10,29.42
2687,KMSP,2023-10-28,34,29,31.32,0.0,24,19,21.28,14,10,29.5
2688,KMSP,2023-10-29,39,27,32.04,0.0,22,16,18.83,14,10,29.46
2689,KMSP,2023-10-30,39,24,32.09,0.0,31,17,22.47,23,10,29.39
2690,KMSP,2023-10-31,37,28,30.52,0.18,27,18,22.98,26,10,29.46
2691,KMSP,2023-11-01,38,24,30.75,0.0,23,18,20.21,13,10,29.45
2692,KMSP,2023-11-02,42,27,34.5,0.0,29,22,25.79,10,10,29.22
2693,KMSP,2023-11-03,52,34,42.92,0.0,35,27,31.38,10,10,29.3
2694,KMSP,2023-11-04,51,28,39.79,0.0,34,25,29.67,7,10,29.37
2695,KMSP,2023-11-05,58,38,49.83,0.0,46,33,39.26,24,10,29.17
2696,KMSP,2023-11-06,58,40,47.8,0.01,49,31,39.84,22,10,29.04
2697,KMSP,2023-11-07,46,39,42.26,0.0,38,31,33.93,17,10,29.12
2698,KMSP,2023-11-08,50,40,45.12,0.01,41,28,35.65,25,10,29.06
2699,KMSP,2023-11-09,49,34,40.5,0.0,30,21,24.83,25,10,29.19
2700,KMSP,2023-11-10,39,36,37.33,0.0,29,25,27.3,18,10,29.46
2701,KMSP,2023-11-11,48,33,39.64,0.0,32,26,28.46,18,10,29.46
2702,KMSP,2023-11-12,59,38,48.63,0.0,34,29,31.08,17,10,29.32
2703,KMSP,2023-11-13,57,39,46.88,0.0,30,21,26.21,10,10,29.5
2704,KMSP,2023-11-14,66,45,57.67,0.0,38,25,32.79,22,10,29.32
2705,KMSP,2023-11-15,60,39,49.21,0.0,38,25,31.38,12,10,29.27
2706,KMSP,2023-11-16,69,36,53.04,0.0,47,25,38.29,29,10,29.08
2707,KMSP,2023-11-17,46,28,37.33,0.0,25,14,20.75,14,10,29.17
2708,KMSP,2023-11-18,56,33,42.5,0.0,32,23,28.5,12,10,29.1
2709,KMSP,2023-11-19,55,33,44.17,0.0,33,28,30.08,15,10,29.17
2710,KMSP,2023-11-20,45,40,43.21,0.0,34,26,31.17,13,10,29.31
